08/07/2024, 13:16:50|Estacion1|52
08/07/2024, 13:26:12|Estacion1|52
08/07/2024, 13:38:23|Estacion1|53
08/07/2024, 13:47:35|Estacion1|95
08/07/2024, 13:57:46|Estacion1|85
09/07/2024, 13:16:50|Estacion1|52
09/07/2024, 13:26:12|Estacion1|52
09/07/2024, 13:38:23|Estacion1|53
09/07/2024, 13:47:35|Estacion1|95
10/07/2024, 13:57:46|Estacion1|85
10/07/2024, 13:16:50|Estacion1|52
10/07/2024, 13:26:12|Estacion1|52
10/07/2024, 13:38:23|Estacion1|53
10/07/2024, 13:47:35|Estacion1|95
10/07/2024, 13:57:46|Estacion1|85
11/07/2024, 13:16:50|Estacion1|52
11/07/2024, 13:26:12|Estacion1|52
11/07/2024, 13:38:23|Estacion1|53
11/07/2024, 13:47:35|Estacion1|95
11/07/2024, 13:57:46|Estacion1|85
15/07/2024, 13:26:12|Estacion1|52
15/07/2024, 13:38:23|Estacion1|53
15/07/2024, 13:47:35|Estacion1|95
15/07/2024, 13:57:46|Estacion1|85
01/07/2024, 13:16:50|Estacion1|52
01/07/2024, 13:26:12|Estacion1|52
01/07/2024, 13:38:23|Estacion1|53
01/07/2024, 13:47:35|Estacion1|95
01/07/2024, 13:57:46|Estacion1|85
